,Incident_Date,Year,Reported_Month,Number_Dead,Total_Number_of_Dead_and_Missing,Number_of_Survivors,Number_of_Females,Number_of_Males,Number_of_Children,Cause_of_Death,Location_of_Death
164,2015-05-12 12:00:00,2015,May,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
165,2015-05-22 12:00:00,2015,May,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
166,2015-05-28 12:00:00,2015,May,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
167,2015-05-28 12:00:00,2015,May,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
168,2015-05-30 12:00:00,2015,May,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
169,2015-06-01 12:00:00,2015,June,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
170,2015-06-01 12:00:00,2015,June,1,1,,1.0,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
171,2015-06-03 12:00:00,2015,June,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
172,2015-06-08 12:00:00,2015,June,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
173,2015-06-08 12:00:00,2015,June,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
174,2015-06-10 12:00:00,2015,June,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
175,2015-06-13 12:00:00,2015,June,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
176,2015-06-16 12:00:00,2015,June,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
177,2015-06-16 12:00:00,2015,June,1,1,,1.0,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
178,2015-06-16 12:00:00,2015,June,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
179,2015-06-17 12:00:00,2015,June,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
180,2015-06-17 12:00:00,2015,June,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
181,2015-06-18 12:00:00,2015,June,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
182,2015-06-18 12:00:00,2015,June,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
183,2015-06-20 12:00:00,2015,June,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
184,2015-06-22 12:00:00,2015,June,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
185,2015-06-27 12:00:00,2015,June,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
186,2015-06-28 12:00:00,2015,June,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
187,2015-06-30 12:00:00,2015,June,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
188,2015-07-01 12:00:00,2015,July,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
189,2015-07-01 12:00:00,2015,July,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
190,2015-07-02 12:00:00,2015,July,1,1,,,1.0,,Drowning,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
191,2015-07-04 12:00:00,2015,July,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
192,2015-07-09 12:00:00,2015,July,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
193,2015-07-11 12:00:00,2015,July,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
194,2015-07-14 12:00:00,2015,July,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
195,2015-07-15 12:00:00,2015,July,1,1,,,1.0,,Accidental death,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
196,2015-07-16 12:00:00,2015,July,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
197,2015-07-28 12:00:00,2015,July,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
198,2015-07-29 12:00:00,2015,July,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
199,2015-07-30 12:00:00,2015,July,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
200,2015-07-30 12:00:00,2015,July,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
201,2015-07-31 12:00:00,2015,July,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
202,2015-08-01 12:00:00,2015,August,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
203,2015-08-04 12:00:00,2015,August,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
204,2015-08-05 12:00:00,2015,August,1,1,,,1.0,1.0,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
205,2015-08-08 12:00:00,2015,August,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
206,2015-08-10 12:00:00,2015,August,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
207,2015-08-11 12:00:00,2015,August,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
208,2015-08-13 12:00:00,2015,August,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
209,2015-08-14 12:00:00,2015,August,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
210,2015-08-16 12:00:00,2015,August,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
211,2015-08-17 12:00:00,2015,August,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
212,2015-08-18 12:00:00,2015,August,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
213,2015-08-18 12:00:00,2015,August,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
214,2015-08-18 12:00:00,2015,August,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
215,2015-08-19 12:00:00,2015,August,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
216,2015-08-20 12:00:00,2015,August,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
217,2015-08-21 12:00:00,2015,August,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
218,2015-08-21 12:00:00,2015,August,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
219,2015-08-21 12:00:00,2015,August,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
220,2015-08-22 12:00:00,2015,August,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
221,2015-08-22 12:00:00,2015,August,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
222,2015-08-23 12:00:00,2015,August,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
223,2015-08-24 12:00:00,2015,August,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
224,2015-08-24 12:00:00,2015,August,1,1,,,1.0,,Drowning,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
225,2015-08-25 12:00:00,2015,August,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
226,2015-08-25 12:00:00,2015,August,1,1,,1.0,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
227,2015-08-27 12:00:00,2015,August,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
228,2015-08-28 12:00:00,2015,August,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
229,2015-08-28 12:00:00,2015,August,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
230,2015-09-01 12:00:00,2015,September,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
231,2015-09-03 12:00:00,2015,September,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
232,2015-09-05 12:00:00,2015,September,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
233,2015-09-06 12:00:00,2015,September,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
234,2015-09-06 12:00:00,2015,September,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
235,2015-09-07 12:00:00,2015,September,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
236,2015-09-07 12:00:00,2015,September,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
237,2015-09-07 12:00:00,2015,September,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
238,2015-09-09 12:00:00,2015,September,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
239,2015-09-10 12:00:00,2015,September,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
240,2015-09-12 12:00:00,2015,September,1,1,,1.0,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
241,2015-09-18 12:00:00,2015,September,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
242,2015-09-20 12:00:00,2015,September,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
243,2015-09-22 12:00:00,2015,September,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
244,2015-09-24 12:00:00,2015,September,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
245,2015-09-27 12:00:00,2015,September,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
246,2015-09-27 12:00:00,2015,September,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
247,2015-09-29 12:00:00,2015,September,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
248,2015-09-29 12:00:00,2015,September,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
249,2015-10-12 12:00:00,2015,October,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
250,2015-10-14 12:00:00,2015,October,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
251,2015-10-14 12:00:00,2015,October,1,1,,,1.0,,Violence,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
252,2015-10-15 12:00:00,2015,October,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
253,2015-10-16 12:00:00,2015,October,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
254,2015-10-16 12:00:00,2015,October,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
255,2015-10-20 12:00:00,2015,October,1,1,,1.0,,,Violence,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
256,2015-10-21 12:00:00,2015,October,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
257,2015-10-29 12:00:00,2015,October,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
258,2015-11-03 12:00:00,2015,November,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
259,2015-11-05 12:00:00,2015,November,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
260,2015-11-07 12:00:00,2015,November,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
261,2015-11-08 12:00:00,2015,November,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
262,2015-11-14 12:00:00,2015,November,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
263,2015-11-16 12:00:00,2015,November,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
264,2015-11-17 12:00:00,2015,November,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
265,2015-11-24 12:00:00,2015,November,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
266,2015-11-24 12:00:00,2015,November,1,1,,,1.0,,Accidental death,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
267,2015-11-29 12:00:00,2015,November,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
268,2015-12-07 12:00:00,2015,December,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
269,2015-12-10 12:00:00,2015,December,1,1,,1.0,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
270,2015-12-28 12:00:00,2015,December,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
271,2015-12-29 12:00:00,2015,December,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
272,2015-12-29 12:00:00,2015,December,1,1,,1.0,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
273,2015-12-29 12:00:00,2015,December,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
274,2015-01-16 12:00:00,2015,January,1,1,,,1.0,,Drowning,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
275,2015-01-21 12:00:00,2015,January,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
276,2015-01-29 12:00:00,2015,January,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
277,2015-04-24 12:00:00,2015,April,2,2,,,2.0,,Violence,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
278,2015-06-07 12:00:00,2015,June,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
279,2015-06-27 12:00:00,2015,June,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
280,2015-07-02 12:00:00,2015,July,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
281,2015-07-15 12:00:00,2015,July,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
282,2015-08-04 12:00:00,2015,August,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
283,2015-08-06 12:00:00,2015,August,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
284,2015-09-27 12:00:00,2015,September,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
285,2015-10-18 12:00:00,2015,October,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
286,2016-01-05 12:00:00,2016,January,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
287,2016-01-05 12:00:00,2016,January,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
288,2016-01-09 12:00:00,2016,January,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
289,2016-01-25 12:00:00,2016,January,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
290,2016-01-26 12:00:00,2016,January,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
291,2016-01-26 12:00:00,2016,January,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
292,2016-02-23 12:00:00,2016,February,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
293,2016-03-01 12:00:00,2016,March,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
294,2016-03-03 12:00:00,2016,March,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
295,2016-03-03 12:00:00,2016,March,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
296,2016-03-06 12:00:00,2016,March,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
297,2016-03-07 12:00:00,2016,March,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
298,2016-03-07 12:00:00,2016,March,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
299,2016-03-18 12:00:00,2016,March,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
300,2016-03-20 12:00:00,2016,March,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
301,2016-03-24 12:00:00,2016,March,1,1,,,1.0,,Vehicle accident / death linked to hazardous transport,"Yuma, Arizona"
302,2016-03-30 12:00:00,2016,March,1,1,,,1.0,,Accidental death,"Mexico-US border, Santa Cruz County, Arizona"
303,2016-04-01 12:00:00,2016,April,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
304,2016-04-01 12:00:00,2016,April,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
305,2016-04-07 12:00:00,2016,April,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
306,2016-04-07 12:00:00,2016,April,1,1,,1.0,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
307,2016-04-08 12:00:00,2016,April,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
308,2016-04-18 12:00:00,2016,April,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
309,2016-04-23 12:00:00,2016,April,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
310,2016-05-06 12:00:00,2016,May,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
311,2016-05-15 12:00:00,2016,May,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
312,2016-05-15 12:00:00,2016,May,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
313,2016-05-18 12:00:00,2016,May,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
314,2016-05-23 12:00:00,2016,May,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
315,2016-05-26 12:00:00,2016,May,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
316,2016-05-31 12:00:00,2016,May,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
317,2016-05-31 12:00:00,2016,May,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
318,2016-05-31 12:00:00,2016,May,1,1,,,,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
319,2016-06-01 12:00:00,2016,June,1,1,,,1.0,,Mixed or unknown,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
320,2016-06-02 12:00:00,2016,June,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
321,2016-06-04 12:00:00,2016,June,1,1,,1.0,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
322,2016-06-06 12:00:00,2016,June,1,1,,,1.0,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)"
